Date	Time	Latitude(N)	Longitude(E)
2012-06-02	03:00	3.61	batt drain [3]
2012-06-02	07:00	3.53	batt drain [1]
2012-06-02	09:00	3.53	batt drain [1]
2012-06-02	11:00	3.54	batt drain [1]
2012-06-02	21:00	3.59	low volt
2012-06-03	03:00	3.61	low volt
2012-06-03	07:00	3.61	low volt
2012-06-03	11:00	3.56	batt drain [1]
2012-06-03	13:00	 61.59367	  22.62867
2012-06-03	15:00	3.59	batt drain [1]
2012-06-03	17:00	3.61	batt drain [1]
2012-06-03	19:00	3.61	batt drain [2]
2012-06-03	21:00	3.70	low volt
2012-06-04	03:00	3.70	low volt
2012-06-04	05:00	3.70	low volt
2012-06-04	07:00	3.70	low volt
2012-06-04	11:00	 61.59350	  22.62017
2012-06-04	13:00	 61.59333	  22.62000
2012-06-04	15:00	 61.55250	  22.65333
2012-06-04	17:00	 61.56250	  22.63017
2012-06-04	19:00	 61.59633	  22.63633
2012-06-04	21:00	 61.59600	  22.63517
2012-06-05	03:00	 61.59217	  22.61800
2012-06-05	05:00	 61.59250	  22.62100
2012-06-05	07:00	 61.57933	  22.63133
2012-06-05	11:00	 61.54950	  22.61017
2012-06-05	13:00	 61.58783	  22.65133
2012-06-05	15:00	 61.59367	  22.61883
2012-06-05	17:00	 61.59367	  22.61717
2012-06-05	19:00	 61.59317	  22.61933
2012-06-05	21:00	 61.59300	  22.61967
2012-06-06	03:00	 61.59233	  22.61800
2012-06-06	05:00	 61.59500	  22.61750
2012-06-06	07:00	 61.59933	  22.63300
2012-06-06	11:00	 61.59083	  22.69733
2012-06-06	13:00	 61.59200	  22.61917
2012-06-06	15:00	 61.59367	  22.63150
2012-06-06	17:00	 61.59383	  22.64217
2012-06-06	19:00	 61.59433	  22.65250
2012-06-06	21:00	 61.59450	  22.65333
2012-06-07	03:00	 61.59533	  22.64983
2012-06-07	05:00	 61.59217	  22.61867
2012-06-07	07:00	 61.57217	  22.61233
2012-06-07	09:00	 61.55917	  22.66933
2012-06-07	11:00	 61.59300	  22.61900
2012-06-07	13:00	 61.59550	  22.66033
2012-06-07	15:00	 61.59117	  22.66000
2012-06-07	17:00	 61.58450	  22.65500
2012-06-07	19:00	 61.58600	  22.64917
2012-06-07	21:00	 61.58433	  22.65067
2012-06-08	03:00	 61.58500	  22.65100
2012-06-08	05:00	 61.59233	  22.61783
2012-06-08	07:00	 61.59250	  22.61683
2012-06-08	09:00	 61.60517	  22.61083
2012-06-08	11:00	 61.60383	  22.62750
2012-06-08	13:00	 61.57667	  22.66300
2012-06-08	15:00	 61.56950	  22.66767
2012-06-08	17:00	 61.59233	  22.61817
2012-06-08	19:00	 61.59217	  22.62000
2012-06-08	21:00	 61.59233	  22.61917
2012-06-09	03:00	 61.59250	  22.61900
2012-06-09	05:00	 61.59233	  22.62217
2012-06-09	07:00	 61.56933	  22.65967
2012-06-09	09:00	 61.56700	  22.66883
2012-06-09	11:00	3.61	batt drain [3]
2012-06-09	13:00	 61.59383	  22.61433
2012-06-09	15:00	3.61	batt drain [2]
2012-06-09	17:00	3.61	batt drain [2]
2012-06-09	19:00	 61.59250	  22.61867
2012-06-09	21:00	 61.59217	  22.61883
2012-06-10	03:00	3.61	batt drain [2]
2012-06-10	05:00	3.59	batt drain [1]
2012-06-10	07:00	3.59	batt drain [1]
2012-06-10	09:00	 61.55550	  22.65117
2012-06-10	11:00	 61.57017	  22.65167
2012-06-10	13:00	 61.61567	  22.64383
2012-06-10	15:00	 61.59833	  22.64367
2012-06-10	17:00	 61.60550	  22.65900
2012-06-10	19:00	 61.60417	  22.65517
2012-06-10	21:00	 61.60383	  22.65517
2012-06-11	03:00	 61.60450	  22.65417
2012-06-11	05:00	 61.60033	  22.65867
2012-06-11	07:00	 61.56117	  22.64583
2012-06-11	09:00	 61.58367	  22.61267
2012-06-11	11:00	 61.55933	  22.56533
2012-06-11	13:00	 61.57967	  22.61800
2012-06-11	15:00	 61.57350	  22.61233
2012-06-11	17:00	 61.58000	  22.61200
2012-06-11	19:00	3.74	no fix
2012-06-11	21:00	 61.57883	  22.61200
2012-06-12	05:00	 61.57650	  22.61533
2012-06-12	07:00	 61.58067	  22.62883
2012-06-12	09:00	 61.60883	  22.65683
2012-06-12	11:00	 61.60667	  22.63783
2012-06-12	13:00	 61.59750	  22.65183
2012-06-12	17:00	 61.59233	  22.61833
2012-06-12	19:00	 61.59250	  22.61883
2012-06-12	21:00	 61.59200	  22.61983
2012-06-13	03:00	 61.59383	  22.61883
2012-06-13	05:00	 61.59667	  22.62533
2012-06-13	07:00	 61.60283	  22.60167
2012-06-13	09:00	 61.60817	  22.63800
2012-06-13	11:00	 61.56350	  22.58233
2012-06-13	13:00	 61.57300	  22.62383
2012-06-13	15:00	 61.56617	  22.62117
2012-06-13	17:00	 61.56600	  22.62433
2012-06-13	19:00	 61.56617	  22.62450
2012-06-13	21:00	 61.56633	  22.62417
2012-06-14	03:00	 61.56600	  22.62483
2012-06-14	05:00	 61.56567	  22.62733
2012-06-14	07:00	 61.63967	  22.59783
2012-06-14	09:00	 61.56500	  22.62750
2012-06-14	11:00	 61.60883	  22.63017
2012-06-14	13:00	 61.60683	  22.64033
2012-06-14	15:00	 61.59883	  22.63283
2012-06-14	17:00	 61.59667	  22.63967
2012-06-14	19:00	 61.59317	  22.63850
2012-06-15	03:00	 61.59333	  22.63317
2012-06-15	07:00	 61.62233	  22.56033
2012-06-15	09:00	 61.56483	  22.64550
2012-06-15	11:00	 61.55517	  22.65050
2012-06-15	13:00	 61.56483	  22.62333
2012-06-15	15:00	 61.55850	  22.62000
2012-06-15	17:00	 61.59333	  22.61667
2012-06-15	19:00	 61.59483	  22.61533
2012-06-15	21:00	 61.59450	  22.61617
2012-06-16	03:00	 61.59467	  22.61350
2012-06-16	05:00	 61.59217	  22.61800
2012-06-16	07:00	 61.60133	  22.73750
2012-06-16	09:00	 61.53483	  22.53033
2012-06-16	11:00	 61.59317	  22.61883
2012-06-16	13:00	 61.59400	  22.61683
2012-06-16	15:00	 61.59450	  22.61400
2012-06-16	17:00	 61.59683	  22.61317
2012-06-16	19:00	 61.59583	  22.60967
2012-06-16	21:00	 61.59533	  22.60967
2012-06-17	03:00	 61.59533	  22.61017
2012-06-17	05:00	 61.59233	  22.61867
2012-06-17	07:00	 61.59233	  22.62183
2012-06-17	09:00	 61.57167	  22.57100
2012-06-17	11:00	 61.58567	  22.60033
2012-06-17	13:00	 61.58717	  22.59633
2012-06-17	15:00	 61.58800	  22.60533
2012-06-17	17:00	 61.59400	  22.61617
2012-06-17	19:00	 61.59383	  22.61583
2012-06-17	21:00	 61.59400	  22.61567
2012-06-18	05:00	 61.59650	  22.60917
2012-06-18	07:00	 61.59300	  22.62183
2012-06-18	09:00	 61.58083	  22.66350
2012-06-18	11:00	 61.58683	  22.63683
2012-06-18	13:00	 61.57950	  22.61850
2012-06-18	15:00	 61.61383	  22.66683
2012-06-18	17:00	 61.61033	  22.66550
2012-06-18	19:00	 61.61167	  22.67400
2012-06-18	21:00	 61.61083	  22.67450
2012-06-19	03:00	 61.61233	  22.67683
2012-06-19	05:00	 61.61733	  22.68250
2012-06-19	07:00	 61.61883	  22.68783
2012-06-19	09:00	 61.60067	  22.64117
2012-06-19	11:00	 61.57700	  22.62717
2012-06-19	13:00	 61.57800	  22.62917
2012-06-19	15:00	 61.57767	  22.63050
2012-06-19	17:00	 61.59250	  22.61767
2012-06-19	19:00	 61.59267	  22.62100
2012-06-19	21:00	 61.59333	  22.62117
2012-06-20	03:00	 61.59217	  22.61867
2012-06-20	05:00	 61.59350	  22.61467
2012-06-20	07:00	3.59	batt drain [1]
2012-06-20	09:00	3.70	low volt
2012-06-20	11:00	3.70	low volt
2012-06-20	13:00	3.61	batt drain [1]
2012-06-20	15:00	 61.64617	  22.69550
2012-06-20	17:00	 61.65267	  22.69467
2012-06-20	19:00	 61.65800	  22.70100
2012-06-20	21:00	 61.65767	  22.70117
2012-06-21	03:00	 61.65683	  22.69667
2012-06-21	05:00	3.61	batt drain [2]
2012-06-21	07:00	 61.60600	  22.62483
2012-06-21	09:00	 61.59250	  22.65750
2012-06-21	11:00	 61.58600	  22.59250
2012-06-21	13:00	 61.60933	  22.68150
2012-06-21	15:00	 61.60333	  22.68467
2012-06-21	17:00	 61.60400	  22.69617
2012-06-21	19:00	 61.61017	  22.70000
2012-06-21	21:00	 61.60983	  22.70317
2012-06-22	03:00	 61.60850	  22.70067
2012-06-22	05:00	 61.59233	  22.61767
2012-06-22	07:00	 61.52383	  22.65567
2012-06-22	09:00	 61.59983	  22.62750
2012-06-22	11:00	 61.62883	  22.70083
2012-06-22	13:00	 61.63350	  22.71033
2012-06-22	15:00	 61.62400	  22.54717
2012-06-22	17:00	 61.57817	  22.62933
2012-06-22	19:00	 61.57667	  22.63283
2012-06-22	21:00	 61.57833	  22.63950
2012-06-23	03:00	 61.57100	  22.63833
2012-06-23	05:00	 61.57017	  22.63033
2012-06-23	07:00	 61.59250	  22.61833
2012-06-23	09:00	 61.57583	  22.61533
2012-06-23	13:00	 61.61417	  22.60600
2012-06-23	15:00	 61.63517	  22.64683
2012-06-23	17:00	 61.63567	  22.64733
2012-06-23	19:00	 61.63633	  22.64467
2012-06-23	21:00	 61.63600	  22.64533
2012-06-24	03:00	 61.63533	  22.64733
2012-06-24	07:00	 61.64100	  22.66150
2012-06-24	09:00	 61.58917	  22.61783
2012-06-24	11:00	 61.59367	  22.62350
2012-06-24	13:00	 61.59733	  22.69033
2012-06-24	15:00	 61.60467	  22.61400
2012-06-24	17:00	 61.59450	  22.61983
2012-06-24	19:00	 61.59217	  22.62000
2012-06-24	21:00	 61.59183	  22.61983
2012-06-25	03:00	 61.59233	  22.61833
2012-06-25	07:00	 61.60700	  22.61167
2012-06-25	09:00	 61.57000	  22.59417
2012-06-25	11:00	 61.58883	  22.61550
2012-06-25	13:00	 61.59333	  22.62350
2012-06-25	15:00	 61.60450	  22.61017
2012-06-25	17:00	 61.60450	  22.61017
2012-06-25	19:00	 61.60367	  22.61267
2012-06-25	21:00	 61.60400	  22.61217
2012-06-26	03:00	 61.60500	  22.61117
2012-06-26	07:00	 61.59233	  22.61800
2012-06-26	09:00	 61.58667	  22.62450
2012-06-26	11:00	 61.59250	  22.61667
2012-06-26	13:00	 61.60283	  22.62467
2012-06-26	15:00	 61.59183	  22.61917
2012-06-26	17:00	 61.59167	  22.62017
2012-06-26	19:00	 61.59100	  22.62250
2012-06-26	21:00	 61.59100	  22.62200
2012-06-27	03:00	 61.59200	  22.61783
2012-06-27	05:00	 61.59233	  22.61650
2012-06-27	07:00	 61.59317	  22.61683
2012-06-27	09:00	 61.58667	  22.65467
2012-06-27	11:00	 61.59333	  22.62033
2012-06-27	13:00	 61.59083	  22.62450
2012-06-27	15:00	 61.60133	  22.62067
2012-06-27	17:00	 61.60617	  22.61150
2012-06-27	19:00	 61.59233	  22.62017
2012-06-27	21:00	 61.59233	  22.62017
2012-06-28	03:00	 61.59250	  22.61767
2012-06-28	05:00	 61.59233	  22.61750
2012-06-28	07:00	 61.59483	  22.61800
2012-06-28	09:00	 61.58950	  22.62950
2012-06-28	11:00	 61.59283	  22.61817
2012-06-28	13:00	 61.59267	  22.63567
2012-06-28	15:00	 61.59033	  22.64250
2012-06-28	17:00	 61.59367	  22.61483
2012-06-28	19:00	 61.59117	  22.62383
2012-06-28	21:00	 61.59083	  22.62233
2012-06-29	03:00	 61.59250	  22.61867
2012-06-29	05:00	 61.59200	  22.61850
2012-06-29	07:00	 61.62083	  22.65533
2012-06-29	09:00	 61.60317	  22.62700
2012-06-29	11:00	 61.59083	  22.62733
2012-06-29	13:00	 61.61333	  22.67617
2012-06-29	15:00	 61.59433	  22.63700
2012-06-29	17:00	 61.58783	  22.63217
2012-06-29	19:00	 61.59267	  22.62433
2012-06-29	21:00	 61.59083	  22.62233
2012-06-30	03:00	 61.59233	  22.61767
2012-06-30	05:00	 61.59133	  22.62083
2012-06-30	07:00	 61.59500	  22.62617
2012-06-30	09:00	 61.59417	  22.65167
2012-06-30	11:00	 61.58683	  22.65900
2012-06-30	13:00	 61.59117	  22.61917
2012-06-30	15:00	 61.59267	  22.61700
2012-06-30	17:00	 61.59150	  22.62283
2012-06-30	19:00	 61.59083	  22.62267
2012-06-30	21:00	 61.59100	  22.62283
2012-07-01	03:00	 61.59233	  22.61867
2012-07-01	05:00	 61.59767	  22.61850
2012-07-01	07:00	 61.59167	  22.61917
2012-07-01	09:00	 61.56217	  22.62567
2012-07-01	11:00	 61.57750	  22.60433
2012-07-01	13:00	 61.57983	  22.59983
2012-07-01	15:00	 61.59250	  22.61850
2012-07-01	17:00	 61.60133	  22.61183
2012-07-01	19:00	 61.60433	  22.61133
2012-07-01	21:00	 61.60400	  22.61450
2012-07-02	03:00	 61.59200	  22.61733
2012-07-02	05:00	 61.59150	  22.62200
2012-07-02	07:00	 61.58017	  22.59883
2012-07-02	09:00	 61.57717	  22.67383
2012-07-02	11:00	 61.57533	  22.67100
2012-07-02	13:00	 61.59383	  22.62017
2012-07-02	15:00	 61.57617	  22.66917
2012-07-02	19:00	 61.59250	  22.63317
2012-07-03	03:00	 61.59250	  22.61833
2012-07-03	05:00	 61.58567	  22.61550
2012-07-03	07:00	 61.57417	  22.66600
2012-07-03	09:00	 61.57383	  22.68233
2012-07-03	11:00	 61.56383	  22.60800
2012-07-03	13:00	 61.55400	  22.58033
2012-07-03	15:00	 61.59217	  22.62050
2012-07-03	17:00	 61.59183	  22.63433
2012-07-03	19:00	 61.59417	  22.63917
2012-07-03	21:00	 61.59350	  22.64317
2012-07-04	03:00	 61.58067	  22.62517
2012-07-04	05:00	 61.59150	  22.62033
2012-07-04	07:00	 61.55233	  22.59383
2012-07-04	09:00	 61.56850	  22.61483
2012-07-04	11:00	 61.57967	  22.68867
2012-07-04	13:00	 61.57817	  22.69250
2012-07-04	15:00	 61.57317	  22.69717
2012-07-04	17:00	 61.57317	  22.67750
2012-07-04	19:00	 61.57650	  22.68600
2012-07-04	21:00	 61.57850	  22.68667
2012-07-05	03:00	 61.59400	  22.61917
2012-07-05	05:00	 61.59067	  22.62217
2012-07-05	07:00	 61.59250	  22.61900
2012-07-05	09:00	 61.57700	  22.59250
2012-07-05	11:00	 61.60767	  22.61017
2012-07-05	13:00	 61.59967	  22.60383
2012-07-05	15:00	 61.59200	  22.61817
2012-07-05	17:00	 61.59583	  22.64433
2012-07-05	19:00	 61.59200	  22.64067
2012-07-05	21:00	 61.59283	  22.63050
2012-07-06	03:00	 61.59267	  22.61767
2012-07-06	05:00	 61.59267	  22.61783
2012-07-06	09:00	 61.58017	  22.59800
2012-07-06	11:00	 61.59250	  22.61650
2012-07-06	13:00	 61.57800	  22.68650
2012-07-06	15:00	 61.57433	  22.69450
2012-07-06	17:00	 61.57367	  22.70083
2012-07-06	19:00	 61.58450	  22.69283
2012-07-06	21:00	 61.59150	  22.62217
2012-07-07	03:00	 61.59217	  22.61883
2012-07-07	05:00	 61.58217	  22.62500
2012-07-07	09:00	 61.59283	  22.61933
2012-07-07	11:00	 61.59167	  22.61800
2012-07-07	13:00	 61.58133	  22.61667
2012-07-07	15:00	 61.58150	  22.62217
2012-07-07	17:00	 61.58267	  22.61567
2012-07-07	19:00	 61.59233	  22.61983
2012-07-07	21:00	 61.59233	  22.62017
2012-07-08	03:00	 61.59350	  22.62300
2012-07-08	05:00	 61.59367	  22.62400
2012-07-08	09:00	 61.57833	  22.59967
2012-07-08	11:00	 61.57150	  22.66850
2012-07-08	13:00	 61.58683	  22.66883
2012-07-08	15:00	 61.58667	  22.66650
2012-07-08	17:00	 61.59017	  22.66317
2012-07-08	19:00	 61.58950	  22.66500
2012-07-09	05:00	3.58	batt drain [1]
2012-07-09	07:00	3.59	batt drain [1]
2012-07-09	11:00	 61.59183	  22.61900
2012-07-09	13:00	3.61	batt drain [2]
2012-07-09	17:00	3.59	batt drain [2]
2012-07-09	19:00	3.61	batt drain [2]
2012-07-10	05:00	3.59	batt drain [1]
2012-07-10	07:00	3.59	batt drain [1]
2012-07-10	11:00	3.61	batt drain [4]
2012-07-10	13:00	3.61	batt drain [2]
2012-07-10	17:00	3.70	low volt
2012-07-10	19:00	3.70	low volt
2012-07-11	05:00	3.58	low volt
2012-07-11	07:00	3.58	low volt
2012-07-11	13:00	3.59	batt drain [1]
2012-07-11	17:00	 61.59250	  22.61800
2012-07-11	19:00	 61.59400	  22.62550
2012-07-12	05:00	3.70	low volt
2012-07-12	07:00	3.70	low volt
2012-07-12	13:00	3.61	batt drain [1]
2012-07-12	17:00	 61.60950	  22.65733
2012-07-12	19:00	 61.58483	  22.62150
2012-07-12	21:00	 61.58500	  22.62117
2012-07-13	03:00	 61.58517	  22.62133
2012-07-13	05:00	3.59	batt drain [1]
2012-07-13	07:00	 61.59250	  22.61667
2012-07-13	09:00	 61.59267	  22.61950
2012-07-13	13:00	 61.59250	  22.61767
2012-07-13	17:00	 61.59500	  22.61533
2012-07-13	19:00	 61.59233	  22.62200
2012-07-13	21:00	 61.59283	  22.62100
2012-07-14	03:00	 61.59233	  22.61783
2012-07-14	05:00	3.59	batt drain [1]
2012-07-14	07:00	3.61	batt drain [1]
2012-07-14	09:00	3.68	low volt
2012-07-14	13:00	 61.56867	  22.64667
2012-07-14	17:00	 61.58517	  22.62183
2012-07-14	21:00	 61.58483	  22.62167
2012-07-15	03:00	 61.56200	  22.56833
2012-07-15	05:00	 61.58050	  22.59800
2012-07-15	07:00	 61.59250	  22.61800
2012-07-15	09:00	 61.59200	  22.61950
2012-07-15	13:00	 61.59300	  22.61733
2012-07-15	17:00	 61.58533	  22.61667
2012-07-15	19:00	 61.59017	  22.62300
2012-07-15	21:00	 61.59083	  22.62250
2012-07-16	03:00	 61.59167	  22.61950
2012-07-16	05:00	 61.56967	  22.57717
2012-07-16	07:00	 61.57467	  22.63933
2012-07-16	09:00	 61.55667	  22.57467
2012-07-16	11:00	 61.56233	  22.57383
2012-07-16	13:00	 61.56333	  22.57217
2012-07-16	15:00	 61.57633	  22.64017
2012-07-16	17:00	 61.58417	  22.62600
2012-07-16	19:00	 61.58333	  22.62483
2012-07-16	21:00	 61.58317	  22.62450
2012-07-17	03:00	 61.58300	  22.62483
2012-07-17	05:00	 61.58300	  22.62483
2012-07-17	07:00	 61.59233	  22.61800
2012-07-17	09:00	 61.59900	  22.60450
2012-07-17	11:00	 61.58783	  22.59267
2012-07-17	13:00	 61.59233	  22.61867
2012-07-17	15:00	 61.54233	  22.61183
2012-07-17	17:00	 61.60333	  22.61533
2012-07-17	19:00	 61.60267	  22.60667
2012-07-17	21:00	 61.60167	  22.60867
2012-07-18	03:00	3.61	batt drain [3]
2012-07-18	05:00	 61.59250	  22.62233
2012-07-18	07:00	 61.59633	  22.62567
2012-07-18	09:00	 61.58300	  22.61200
2012-07-18	11:00	 61.57867	  22.59883
2012-07-18	15:00	 61.59583	  22.61533
2012-07-18	17:00	 61.60000	  22.63117
2012-07-18	19:00	 61.60217	  22.63483
2012-07-18	21:00	 61.60283	  22.63450
2012-07-19	03:00	 61.59367	  22.62100
2012-07-19	05:00	 61.58533	  22.61783
2012-07-19	07:00	 61.60050	  22.68133
2012-07-19	09:00	 61.60667	  22.68267
2012-07-19	11:00	 61.60867	  22.68183
2012-07-19	15:00	 61.60967	  22.69800
2012-07-19	17:00	 61.60983	  22.69433
2012-07-19	19:00	 61.61067	  22.69633
2012-07-19	21:00	 61.60983	  22.69483
2012-07-20	03:00	 61.60467	  22.67467
2012-07-20	05:00	 61.59200	  22.61817
2012-07-20	07:00	 61.59367	  22.61933
2012-07-20	09:00	 61.58333	  22.58867
2012-07-20	11:00	 61.58383	  22.58783
2012-07-20	15:00	 61.59917	  22.61667
2012-07-20	17:00	 61.60550	  22.67983
2012-07-21	03:00	 61.57983	  22.59950
2012-07-21	07:00	 61.57900	  22.60400
2012-07-21	09:00	 61.59767	  22.60467
2012-07-21	11:00	 61.59067	  22.58900
2012-07-21	13:00	 61.57300	  22.69333
2012-07-21	15:00	 61.59250	  22.61833
2012-07-21	17:00	 61.59283	  22.63383
2012-07-21	21:00	 61.59217	  22.63400
2012-07-22	03:00	 61.59350	  22.63167
2012-07-22	07:00	 61.62117	  22.60067
2012-07-22	09:00	 61.57700	  22.58300
2012-07-22	11:00	 61.60667	  22.65233
2012-07-22	13:00	 61.60550	  22.65150
2012-07-22	15:00	 61.60533	  22.65167
2012-07-22	17:00	 61.60650	  22.65267
2012-07-22	21:00	 61.60683	  22.65317
2012-07-23	03:00	 61.60600	  22.65183
2012-07-23	09:00	 61.60533	  22.65150
2012-07-23	11:00	 61.60550	  22.65233
2012-07-23	13:00	 61.58167	  22.70950
2012-07-23	15:00	 61.60567	  22.65233
2012-07-23	17:00	 61.60717	  22.65450
2012-07-23	21:00	 61.60700	  22.65417
2012-07-24	03:00	 61.60700	  22.65467
2012-07-24	09:00	3.61	batt drain [2]
2012-07-24	11:00	 61.61067	  22.63100
2012-07-24	13:00	 61.60617	  22.65933
2012-07-24	15:00	 61.60583	  22.65900
2012-07-24	17:00	 61.60483	  22.65967
2012-07-24	19:00	 61.60483	  22.65967
2012-07-24	21:00	 61.60500	  22.65967
2012-07-25	03:00	 61.59233	  22.61833
2012-07-25	05:00	 61.59217	  22.61800
2012-07-25	07:00	 61.59133	  22.62183
2012-07-25	09:00	 61.59317	  22.62200
2012-07-25	11:00	 61.58650	  22.64683
2012-07-25	13:00	 61.58267	  22.62167
2012-07-25	15:00	 61.58783	  22.64667
2012-07-25	17:00	 61.58800	  22.64900
2012-07-25	19:00	 61.58783	  22.64967
2012-07-25	21:00	 61.58817	  22.65017
2012-07-26	03:00	3.59	batt drain [1]
2012-07-26	05:00	3.58	low volt
2012-07-26	07:00	3.63	low volt
2012-07-26	09:00	3.56	low volt
2012-07-26	11:00	 61.59233	  22.61850
2012-07-26	13:00	 61.59167	  22.62600
2012-07-26	15:00	 61.57900	  22.60083
2012-07-26	17:00	 61.59567	  22.62617
2012-07-26	19:00	 61.60650	  22.65267
2012-07-26	21:00	 61.60650	  22.65267
2012-07-27	03:00	 61.60633	  22.65167
2012-07-27	05:00	 61.60183	  22.62900
2012-07-27	07:00	 61.54017	  22.60350
2012-07-27	09:00	 61.58650	  22.66917
2012-07-27	11:00	 61.60233	  22.65650
2012-07-27	13:00	 61.60283	  22.65467
2012-07-27	15:00	 61.60500	  22.64933
2012-07-27	17:00	 61.60717	  22.65367
2012-07-27	19:00	 61.60717	  22.65400
2012-07-27	21:00	 61.60683	  22.65400
2012-07-28	03:00	 61.60533	  22.65133
2012-07-28	05:00	 61.57950	  22.60017
2012-07-28	07:00	 61.59217	  22.61883
2012-07-28	09:00	 61.58583	  22.59217
2012-07-28	11:00	 61.57967	  22.59950
2012-07-28	13:00	 61.58333	  22.66017
2012-07-28	15:00	 61.60767	  22.64933
2012-07-28	17:00	 61.60617	  22.65100
2012-07-28	19:00	 61.60700	  22.65217
2012-07-28	21:00	 61.60717	  22.65217
2012-07-29	03:00	 61.60650	  22.65183
2012-07-29	05:00	 61.60783	  22.64900
2012-07-29	07:00	 61.58000	  22.59983
2012-07-29	09:00	 61.57967	  22.59817
2012-07-29	11:00	 61.60900	  22.66117
2012-07-29	13:00	 61.60883	  22.65633
2012-07-29	15:00	 61.61100	  22.65483
2012-07-29	19:00	 61.60683	  22.65433
2012-07-29	21:00	 61.60750	  22.65433
2012-07-30	03:00	 61.60650	  22.65450
2012-07-30	07:00	 61.58067	  22.59817
2012-07-30	09:00	 61.58083	  22.59817
2012-07-30	11:00	 61.58133	  22.60333
2012-07-30	13:00	 61.60683	  22.64950
2012-07-30	15:00	 61.60983	  22.65150
2012-07-30	19:00	 61.60767	  22.65133
2012-07-30	21:00	 61.60700	  22.65183
2012-07-31	03:00	3.59	batt drain [1]
2012-07-31	07:00	3.61	batt drain [4]
2012-07-31	09:00	 61.62117	  22.66700
2012-07-31	11:00	 61.59217	  22.69450
2012-07-31	13:00	 61.58100	  22.60033
2012-07-31	15:00	 61.57850	  22.64167
2012-07-31	19:00	 61.58800	  22.62983
2012-07-31	21:00	 61.58917	  22.62850
2012-08-01	03:00	 61.58017	  22.63783
2012-08-01	07:00	 61.58000	  22.59967
2012-08-01	09:00	 61.60000	  22.65650
2012-08-01	11:00	 61.59250	  22.61833
2012-08-01	13:00	 61.58033	  22.59883
2012-08-01	19:00	 61.60650	  22.65250
2012-08-01	21:00	 61.60667	  22.65233
2012-08-02	03:00	 61.60617	  22.65133
2012-08-02	07:00	 61.59283	  22.63050
2012-08-02	09:00	 61.60500	  22.61267
2012-08-02	11:00	 61.54417	  22.57167
2012-08-02	13:00	 61.59067	  22.63583
2012-08-02	19:00	 61.60700	  22.65217
2012-08-02	21:00	 61.60700	  22.65200
2012-08-03	03:00	 61.60617	  22.65700
2012-08-03	07:00	 61.57150	  22.67183
2012-08-03	09:00	 61.61350	  22.63450
2012-08-03	11:00	 61.60500	  22.65700
2012-08-03	13:00	 61.60350	  22.64083
2012-08-03	19:00	 61.59983	  22.63300
2012-08-03	21:00	 61.59983	  22.63300
2012-08-04	03:00	 61.59917	  22.63317
2012-08-04	07:00	 61.58317	  22.59733
2012-08-04	09:00	 61.57983	  22.59967
2012-08-04	11:00	 61.56200	  22.56800
2012-08-05	03:00	 61.60217	  22.64417
2012-08-05	07:00	 61.57983	  22.59933
2012-08-05	09:00	 61.56700	  22.67050
2012-08-05	11:00	 61.57983	  22.59967
2012-08-05	13:00	 61.61000	  22.63967
2012-08-05	17:00	 61.56533	  22.67050
2012-08-05	19:00	 61.56633	  22.66817
2012-08-05	21:00	 61.56600	  22.66783
2012-08-06	03:00	 61.57933	  22.59800
2012-08-06	05:00	 61.58033	  22.59967
2012-08-06	07:00	 61.59200	  22.62000
2012-08-06	09:00	 61.60850	  22.66483
2012-08-06	11:00	 61.56533	  22.67200
2012-08-06	13:00	 61.56400	  22.66700
2012-08-06	17:00	 61.58983	  22.62883
2012-08-06	19:00	 61.58983	  22.62933
2012-08-06	21:00	 61.59017	  22.62933
2012-08-07	03:00	 61.58983	  22.62917
2012-08-07	05:00	 61.58900	  22.62733
2012-08-07	07:00	 61.60083	  22.61383
2012-08-07	09:00	 61.56600	  22.66850
2012-08-07	11:00	 61.58017	  22.59983
2012-08-07	13:00	 61.56850	  22.66217
2012-08-07	17:00	 61.57250	  22.66483
2012-08-07	19:00	 61.57217	  22.66467
2012-08-07	21:00	 61.57217	  22.66483
2012-08-08	03:00	 61.57250	  22.66517
2012-08-08	05:00	 61.58133	  22.64850
2012-08-08	07:00	 61.59250	  22.61800
2012-08-08	09:00	 61.59100	  22.62983
2012-08-08	11:00	 61.57450	  22.66400
2012-08-08	13:00	 61.58867	  22.68217
2012-08-08	17:00	 61.58717	  22.64700
2012-08-08	19:00	 61.58750	  22.62900
2012-08-08	21:00	 61.58933	  22.63050
2012-08-09	03:00	 61.58950	  22.63067
2012-08-09	05:00	 61.59200	  22.61900
2012-08-09	07:00	 61.58583	  22.67983
2012-08-09	09:00	 61.58300	  22.59800
2012-08-09	11:00	 61.59150	  22.63317
2012-08-09	13:00	 61.59300	  22.63217
2012-08-09	17:00	 61.60717	  22.65167
2012-08-09	19:00	 61.60750	  22.65167
2012-08-09	21:00	 61.60733	  22.65183
2012-08-10	03:00	 61.60450	  22.65200
2012-08-10	05:00	 61.59483	  22.62467
2012-08-10	07:00	 61.59250	  22.61833
2012-08-10	09:00	 61.59217	  22.62633
2012-08-10	11:00	 61.60000	  22.69767
2012-08-10	13:00	 61.60067	  22.68233
2012-08-10	17:00	 61.60183	  22.67200
2012-08-10	21:00	 61.60233	  22.67067
2012-08-11	03:00	 61.60233	  22.67033
2012-08-11	05:00	 61.60117	  22.67283
